game,source,source_url,draw_number,draw_date,draw_day,main_draw_label,jackpot_amount,main_1,main_2,main_3,main_4,main_5,main_6,bonus_number,extra_number,secondary_numbers,secondary_ball_result
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4178,4178,2024-02-03,Saturday,CLASSIC DRAW,,5,10,15,27,40,47,7,4568571,56457122-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4179,4179,2024-02-07,Wednesday,CLASSIC DRAW,,7,19,21,33,36,45,4,4823668,57543969-05,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4180,4180,2024-02-10,Saturday,CLASSIC DRAW,,1,5,15,18,22,44,6,2004290,22683737-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4181,4181,2024-02-14,Wednesday,CLASSIC DRAW,,7,15,37,41,42,47,12,5884469,40092344-02;14684426-01;14995989-02;15009614-05;15120283-02;24193305-02;24992869-01;25995341-01;26006137-02;40198216-01;40235195-03;40283781-01;40304179-03;40387611-08;59284476-01;59429986-01;59466962-01;59801327-01;69715157-01;77660037-01;77869268-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4182,4182,2024-02-17,Saturday,CLASSIC DRAW,,3,17,25,29,36,46,2,5424814,26741453-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4183,4183,2024-02-21,Wednesday,CLASSIC DRAW,,31,32,45,46,47,49,12,3213351,67322832-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4184,4184,2024-02-24,Saturday,CLASSIC DRAW,,2,14,15,28,42,44,25,6466066,43501910-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4185,4185,2024-02-28,Wednesday,CLASSIC DRAW,,7,24,34,42,46,49,1,3826904,60554429-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4186,4186,2024-03-02,Saturday,CLASSIC DRAW,,4,13,26,34,35,42,1,4700899,61813798-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4187,4187,2024-03-06,Wednesday,CLASSIC DRAW,,20,33,39,44,48,49,6,4856158,18041531-05,Gold
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4188,4188,2024-03-09,Saturday,CLASSIC DRAW,,6,15,19,34,45,47,27,1426066,50468133-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4189,4189,2024-03-13,Wednesday,CLASSIC DRAW,,4,8,15,32,40,44,7,3130610,51440923-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4190,4190,2024-03-16,Saturday,CLASSIC DRAW,,12,27,32,38,39,41,42,6260252,51755044-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4191,4191,2024-03-20,Wednesday,CLASSIC DRAW,,8,19,33,44,46,48,21,2599916,27703502-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4192,4192,2024-03-23,Saturday,CLASSIC DRAW,,2,14,26,27,33,49,8,6623649,53849650-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4193,4193,2024-03-27,Wednesday,CLASSIC DRAW,,14,22,27,39,40,45,6,3028949,55830917-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4194,4194,2024-03-30,Saturday,CLASSIC DRAW,,7,12,25,29,39,43,23,4974448,33707194-03;00299992-01;00330713-01;00380050-01;00599382-05;00705182-02;00760100-18;31898326-01;32269902-01;33021498-12;33054798-03;33190122-01;33366430-02;33871362-01;34188038-05;34363118-01;34415838-01;52933529-01;54439796-02;56204227-01;56365054-02;56410295-01;56545807-01;56581786-01;56732287-01;56778013-01;56872350-81;56963283-01;57017400-01;63181800-01;64548149-01;65863192-03;67052951-01;69485848-04;74449609-01;76395104-05;77571062-01;77686309-01;99462237-01;99699093-05;99957569-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4195,4195,2024-04-03,Wednesday,CLASSIC DRAW,,2,10,35,36,38,46,20,3880261,00875872-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4196,4196,2024-04-06,Saturday,CLASSIC DRAW,,16,18,22,29,36,43,44,4594689,59427998-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4197,4197,2024-04-10,Wednesday,CLASSIC DRAW,,11,12,17,23,38,46,40,4498793,40387460-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4198,4198,2024-04-13,Saturday,CLASSIC DRAW,,11,17,21,27,41,44,7,1910713,41232774-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4199,4199,2024-04-17,Wednesday,CLASSIC DRAW,,4,7,8,14,41,46,6,1255349,42154595-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4200,4200,2024-04-20,Saturday,CLASSIC DRAW,,9,14,23,26,30,43,35,2212556,40290821-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4201,4201,2024-04-24,Wednesday,CLASSIC DRAW,,10,16,18,22,39,46,19,2713020,86102949-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4202,4202,2024-04-27,Saturday,CLASSIC DRAW,,3,6,18,26,36,42,17,1576930,30114405-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4203,4203,2024-05-01,Wednesday,CLASSIC DRAW,,3,18,30,34,36,39,21,5607517,03108135-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4204,4204,2024-05-04,Saturday,CLASSIC DRAW,,2,16,21,27,38,45,43,3878776,68603191-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4205,4205,2024-05-08,Wednesday,CLASSIC DRAW,,4,7,11,29,30,31,32,6421690,68694196-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4206,4206,2024-05-11,Saturday,CLASSIC DRAW,,2,10,17,18,22,28,36,6242048,05516473-02;37439821-01;37617001-01;39540301-01;50311838-02;50331678-02;50334421-02;50370017-01;50573243-01;50764760-01;51159419-06;51214791-01;51251072-02;51264752-08;51464978-04;51545322-01;51617091-01;63815461-01;67618999-03;69229984-05;70768489-02;71781564-01;73707981-01;78347561-01;90376789-01;90863973-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4207,4207,2024-05-15,Wednesday,CLASSIC DRAW,,13,17,23,24,40,48,29,5863221,20358121-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4208,4208,2024-05-18,Saturday,CLASSIC DRAW,,27,29,32,33,35,39,18,3608391,67662091-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4209,4209,2024-05-22,Wednesday,CLASSIC DRAW,,3,18,20,25,39,43,4,5417793,55486501-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4210,4210,2024-05-25,Saturday,CLASSIC DRAW,,14,21,31,37,39,42,19,5612324,93515969-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4211,4211,2024-05-29,Wednesday,CLASSIC DRAW,,4,26,27,32,38,40,10,6592707,57373098-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4212,4212,2024-06-01,Saturday,CLASSIC DRAW,,17,22,28,35,37,41,18,4937818,08577410-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4213,4213,2024-06-05,Wednesday,CLASSIC DRAW,,4,6,24,27,32,41,34,2895950,35195773-05,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4214,4214,2024-06-08,Saturday,CLASSIC DRAW,,3,6,26,28,39,40,29,5154058,74077064-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4215,4215,2024-06-12,Wednesday,CLASSIC DRAW,,7,8,10,17,43,48,26,2200346,21143753-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4216,4216,2024-06-15,Saturday,CLASSIC DRAW,,4,11,27,30,33,34,42,6208703,25057749-01,Gold
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4217,4217,2024-06-19,Wednesday,CLASSIC DRAW,,8,12,19,28,42,48,5,3789799,46576205-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4218,4218,2024-06-22,Saturday,CLASSIC DRAW,,20,23,29,34,37,43,33,2330615,47973358-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4219,4219,2024-06-26,Wednesday,CLASSIC DRAW,,2,7,10,23,25,29,40,2553934,31206257-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4220,4220,2024-06-29,Saturday,CLASSIC DRAW,,6,7,30,33,35,39,15,1804323,32394737-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4221,4221,2024-07-03,Wednesday,CLASSIC DRAW,,2,3,7,22,28,31,20,2455368,33362793-02;12304024-01;12312782-01;12411862-01;12605520-01;30731317-05;33518145-02;33574713-03;34055725-01;46459245-05;47689580-01;50547925-02;50646257-02;50693403-01;51019731-01;51213500-05;68976543-02;72270005-01;74393622-01;76028207-01;79097129-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4222,4222,2024-07-06,Saturday,CLASSIC DRAW,,5,6,8,16,18,38,30,3737162,35999089-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4223,4223,2024-07-10,Wednesday,CLASSIC DRAW,,7,11,18,37,38,45,31,1754847,13040044-01;12371019-01;38263809-02;38455697-06;38603509-03;52954099-01;53159512-01;53227645-01;53248073-01;53451634-03;53493675-10;53526663-01;53704534-03;53745149-05;53767446-07;63010805-01;70054524-01;72461109-01;77310042-01;87491565-01;87757885-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4224,4224,2024-07-13,Saturday,CLASSIC DRAW,,5,18,27,31,32,35,23,3749753,54756089-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4225,4225,2024-07-17,Wednesday,CLASSIC DRAW,,11,13,25,28,34,42,44,5574689,20760509-01;13915273-01;13951116-02;14041804-01;20555773-02;21994033-01;54644216-09;54980569-08;55160418-01;55540815-01;55661653-01;55669366-01;64475660-02;65758458-04;69252349-01;71366790-02;74960696-01;75935144-01;77701018-01;88052733-01;89623577-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4226,4226,2024-07-20,Saturday,CLASSIC DRAW,,5,12,15,23,37,42,21,5164157,57113482-04,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4227,4227,2024-07-24,Wednesday,CLASSIC DRAW,,1,6,34,36,40,48,27,2614714,57656704-01;14652802-01;14690517-03;14775076-04;14804432-01;14866609-01;25194825-01;25678793-02;25760289-02;56069402-01;57414973-01;58144479-01;58211133-02;58226369-01;58494731-03;61968548-01;64582932-01;66988283-01;91099409-01;91410629-01;91449833-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4228,4228,2024-07-27,Saturday,CLASSIC DRAW,,5,23,26,33,36,39,8,5453905,91745213-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4229,4229,2024-07-31,Wednesday,CLASSIC DRAW,,12,18,19,26,40,42,35,3098356,29358669-01;15473255-01;29406489-01;29525537-01;30297297-02;30379009-03;30425597-01;30427697-01;30731249-01;40064265-03;40093615-05;40475023-01;56741756-01;59675452-02;59879318-01;63211132-01;66990455-03;68116012-05;73186417-02;92871229-01;93385969-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4230,4230,2024-08-03,Saturday,CLASSIC DRAW,,3,11,18,32,39,42,28,3027951,42222456-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4231,4231,2024-08-07,Wednesday,CLASSIC DRAW,,3,6,16,35,41,42,23,4849198,33187061-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4232,4232,2024-08-10,Saturday,CLASSIC DRAW,,9,15,17,20,25,49,28,6590973,77775804-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4233,4233,2024-08-14,Wednesday,CLASSIC DRAW,,10,11,29,30,36,48,18,2588443,62096295-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4234,4234,2024-08-17,Saturday,CLASSIC DRAW,,7,8,9,10,26,33,19,4150788,78295258-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4235,4235,2024-08-21,Wednesday,CLASSIC DRAW,,4,6,13,14,34,36,40,2261076,48752053-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4236,4236,2024-08-24,Saturday,CLASSIC DRAW,,16,21,29,32,42,49,5,5992446,26209629-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4237,4237,2024-08-28,Wednesday,CLASSIC DRAW,,4,20,29,40,41,48,47,3814423,76249451-01,Gold
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4238,4238,2024-08-31,Saturday,CLASSIC DRAW,,7,24,25,34,43,44,13,4358572,64990456-01;19421915-01;19581357-04;19595371-03;19710720-02;29322173-01;29556985-01;29822065-01;30300333-01;30370925-03;30914657-01;49110697-02;51505650-01;51962408-01;52149229-01;52242113-03;60104947-01;76516366-01;81338367-01;81954117-01;81964181-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4239,4239,2024-09-04,Wednesday,CLASSIC DRAW,,31,34,38,41,43,48,47,5470406,51758991-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4240,4240,2024-09-07,Saturday,CLASSIC DRAW,,8,21,33,34,37,47,24,6246726,54269201-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4241,4241,2024-09-11,Wednesday,CLASSIC DRAW,,1,8,19,33,46,49,2,5051038,38272561-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4242,4242,2024-09-14,Saturday,CLASSIC DRAW,,11,14,19,25,26,28,21,5612178,55820598-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4243,4243,2024-09-18,Wednesday,CLASSIC DRAW,,2,13,14,18,20,39,40,1283667,57521174-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4244,4244,2024-09-21,Saturday,CLASSIC DRAW,,5,10,11,15,27,49,25,2378126,62506443-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4245,4245,2024-09-25,Wednesday,CLASSIC DRAW,,2,4,8,11,14,40,36,5073637,87753765-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4246,4246,2024-09-28,Saturday,CLASSIC DRAW,,7,15,23,29,41,46,22,5740945,40443160-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4247,4247,2024-10-02,Wednesday,CLASSIC DRAW,,26,28,33,41,42,49,45,6525002,41825665-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4248,4248,2024-10-05,Saturday,CLASSIC DRAW,,17,18,20,29,32,35,38,5202972,27854301-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4249,4249,2024-10-09,Wednesday,CLASSIC DRAW,,20,22,23,36,46,47,42,4591780,71982819-02,Gold
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4250,4250,2024-10-12,Saturday,CLASSIC DRAW,,3,16,21,28,39,43,8,5600022,45106820-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4251,4251,2024-10-16,Wednesday,CLASSIC DRAW,,1,17,26,35,44,48,19,6437010,46713573-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4252,4252,2024-10-19,Saturday,CLASSIC DRAW,,2,12,20,23,28,41,43,1245413,70886554-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4253,4253,2024-10-23,Wednesday,CLASSIC DRAW,,4,15,18,20,37,40,43,4594974,48988878-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4254,4254,2024-10-26,Saturday,CLASSIC DRAW,,7,16,19,25,28,29,15,6262136,49510632-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4255,4255,2024-10-30,Wednesday,CLASSIC DRAW,,4,9,14,17,30,44,3,6981211,05705048-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4256,4256,2024-11-02,Saturday,CLASSIC DRAW,,7,13,37,42,46,47,48,4504562,52227892-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4257,4257,2024-11-06,Wednesday,CLASSIC DRAW,,2,11,18,21,23,25,26,3789512,53246567-04,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4258,4258,2024-11-09,Saturday,CLASSIC DRAW,,9,12,16,39,47,49,30,1769127,65245223-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4259,4259,2024-11-13,Wednesday,CLASSIC DRAW,,5,15,17,29,35,45,25,3236575,07259982-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4260,4260,2024-11-16,Saturday,CLASSIC DRAW,,7,14,21,30,32,42,15,1561508,30183765-20,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4261,4261,2024-11-20,Wednesday,CLASSIC DRAW,,12,13,21,24,46,49,15,3063160,31765145-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4262,4262,2024-11-23,Saturday,CLASSIC DRAW,,3,4,6,11,27,39,1,5204266,34089625-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4263,4263,2024-11-27,Wednesday,CLASSIC DRAW,,2,3,6,14,34,44,35,2574416,35140021-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4264,4264,2024-11-30,Saturday,CLASSIC DRAW,,1,5,22,25,36,37,30,1965476,65436348-01;08986515-01;09019346-01;09223765-01;09283056-01;09297109-03;09396112-02;36347677-01;36636313-01;36709441-03;36955621-01;37208821-02;37374441-01;38025993-01;38535665-01;40166885-01;40305886-01;40436591-04;40457855-01;40544110-04;40781293-01;40821065-01;41056771-01;41082876-01;41276534-01;41291307-02;41297758-02;41333506-01;41411433-03;59224739-01;59402645-02;63668256-15;66884849-01;68609862-05;74471592-01;74551487-04;77132590-01;77700401-01;83517173-01;84238853-01;84249209-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4265,4265,2024-12-04,Wednesday,CLASSIC DRAW,,19,23,37,39,41,49,29,6099983,20668409-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4266,4266,2024-12-07,Saturday,CLASSIC DRAW,,9,22,33,41,42,45,12,5590543,43472472-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4267,4267,2024-12-11,Wednesday,CLASSIC DRAW,,26,35,39,40,41,46,3,5447177,10565796-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4268,4268,2024-12-14,Saturday,CLASSIC DRAW,,3,4,13,16,27,43,38,3122239,65844094-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4269,4269,2024-12-18,Wednesday,CLASSIC DRAW,,7,9,17,39,41,45,47,5357479,47267149-08,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4270,4270,2024-12-21,Saturday,CLASSIC DRAW,,6,9,21,24,41,48,31,5927120,48394079-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4271,4271,2024-12-25,Wednesday,CLASSIC DRAW,,5,6,14,16,18,44,19,5507444,50025708-02;12121578-01;12693260-02;32227393-01;33064337-01;34811257-07;49276132-06;49484991-01;49612341-01;49644045-01;50349334-02;62883461-01;65934901-01;70324987-01;70677901-02;91274997-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4272,4272,2024-12-28,Saturday,CLASSIC DRAW,,8,16,18,23,34,36,12,6191473,35353629-01,Gold
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4273,4273,2025-01-01,Wednesday,CLASSIC DRAW,,2,10,13,26,35,46,8,6236248,12959444-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4274,4274,2025-01-04,Saturday,CLASSIC DRAW,,2,5,9,19,24,44,10,2308836,66457230-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4275,4275,2025-01-08,Wednesday,CLASSIC DRAW,,9,10,12,22,32,34,47,5356283,54538203-05,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4276,4276,2025-01-11,Saturday,CLASSIC DRAW,,3,9,18,25,43,45,31,1122242,56164492-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4277,4277,2025-01-15,Wednesday,CLASSIC DRAW,,4,17,21,32,33,49,28,1464619,56502808-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4278,4278,2025-01-18,Saturday,CLASSIC DRAW,,8,13,16,18,31,43,1,1139422,26396197-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4279,4279,2025-01-22,Wednesday,CLASSIC DRAW,,22,24,28,32,41,42,25,1354195,59581839-07,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4280,4280,2025-01-25,Saturday,CLASSIC DRAW,,1,14,19,27,32,40,37,3316684,59727078-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4281,4281,2025-01-29,Wednesday,CLASSIC DRAW,,3,7,15,20,31,39,2,5521526,16091145-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4282,4282,2025-02-01,Saturday,CLASSIC DRAW,,2,28,29,30,36,49,35,1828329,77752748-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4283,4283,2025-02-05,Wednesday,CLASSIC DRAW,,4,13,20,32,37,46,33,5406645,36445721-02,Gold
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4284,4284,2025-02-08,Saturday,CLASSIC DRAW,,7,17,22,26,27,32,46,2302378,17419658-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4285,4285,2025-02-12,Wednesday,CLASSIC DRAW,,19,24,39,40,42,45,41,1192392,77336691-04,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4286,4286,2025-02-15,Saturday,CLASSIC DRAW,,8,10,31,37,43,49,34,1477297,77242708-01;17955295-01;17980393-03;18005975-01;18021105-01;18123290-01;18131622-01;44411404-09;46227284-01;46426275-01;46429121-02;46512774-08;46562413-01;46624890-01;46993088-03;64946962-01;77674954-01;77721043-03;77882644-01;83635410-02;83928226-02,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4287,4287,2025-02-19,Wednesday,CLASSIC DRAW,,9,10,11,24,31,37,44,6595717,47376331-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4288,4288,2025-02-22,Saturday,CLASSIC DRAW,,7,13,29,39,47,48,26,3536184,70068892-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4289,4289,2025-02-26,Wednesday,CLASSIC DRAW,,7,19,20,26,31,35,40,6652454,49979077-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4290,4290,2025-03-01,Saturday,CLASSIC DRAW,,15,19,25,33,40,42,13,1758649,83888358-01;19327003-01;26780485-01;26818509-03;27130917-02;27387173-02;27779657-05;27803281-01;28261397-02;50129535-01;50163652-01;50244573-01;50276916-01;50392622-01;50645597-02;50688009-02;50734688-02;50838977-06;50839693-01;62636941-02;66519352-03;73520579-04;74536111-03;75157993-01;86911409-01;87088353-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4291,4291,2025-03-05,Wednesday,CLASSIC DRAW,,9,11,26,36,37,42,24,2280383,74695245-04;19350916-03;19808300-07;19901467-02;28363985-05;29224173-01;29404417-04;44378525-02;51348432-03;51464278-01;51764578-01;51975172-01;52100613-01;52151657-03;52182216-01;52190897-01;52212905-02;52229512-02;62694556-01;66404121-02;71114418-06;71337884-01;73173900-01;77862467-03;77998934-01;88207381-01,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4292,4292,2025-03-08,Saturday,CLASSIC DRAW,,2,3,13,27,36,48,15,3334454,20837449-01;00068412-03;00166172-01;00263880-01;00301027-02;30384401-02;30519321-01;31082433-01;31357417-01;31702289-01;51284710-02;51310669-03;52244332-01;52657977-03;52769301-01;52898839-01;52941786-01;52953297-07;53159662-03;53245484-02;72174278-01;73448283-02;75596776-01;76890323-01;88749917-01;89207713-03,White
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=4293,4293,2025-03-12,Wednesday,CLASSIC DRAW,,13,15,16,22,23,46,2,6278595,77697848-01;00678667-01;00678720-07;00733091-02;31380841-02;32772429-01;33515877-01;33800837-04;33801509-01;33893165-02;53421844-01;53459872-01;53721581-01;53944172-01;54004463-01;54214582-02;54244610-06;54250383-01;54355265-03;54400885-01;65570911-01;66187780-01;77118688-01;77693170-01;90042365-01;90082225-01,White
