game,source,source_url,draw_number,draw_date,draw_day,main_draw_label,jackpot_amount,main_1,main_2,main_3,main_4,main_5,main_6,bonus_number,extra_number,secondary_numbers,secondary_ball_result
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3384,3384,2016-06-25,Saturday,MAIN DRAW,7000000.00,4,5,6,8,39,42,30,4706909,52710555-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3385,3385,2016-06-29,Wednesday,MAIN DRAW,5000000.00,8,11,20,24,41,42,47,3259575,77042364-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3386,3386,2016-07-02,Saturday,MAIN DRAW,7000000.00,1,16,28,33,39,45,13,6961894,05161268-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3387,3387,2016-07-06,Wednesday,MAIN DRAW,9383662.50,7,12,22,35,39,43,13,3201380,27734054-01;05559149-02;27678998-01;27719789-04;56327136-01;56738986-01;56886627-01;04862581-01;05463236-02;05584780-01;05664993-05;05682288-03;05732385-01;27548475-01;27581114-01;27592144-01;27640769-01;27730667-06;27790505-03;27830175-02;45026618-01;47423735-04;55943886-01;55947074-01;56067951-01;56070985-01;56151584-01;56156369-01;56183806-01;56212828-02;56248639-03;56418552-01;56524242-01;56541212-02;56568352-01;56648027-02;56690192-01;56780368-01;56801401-06;56872678-01;56881219-01;56972255-03;57034607-01;60191809-01;65716601-01;68816950-03;68823369-01;72826782-01;73709823-02;76229190-01;76382860-01;76402385-01;97554300-01;97823546-04;97872784-02;97917393-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3388,3388,2016-07-09,Saturday,MAIN DRAW,5000000.00,23,28,30,32,42,44,24,3233612,57380461-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3389,3389,2016-07-13,Wednesday,MAIN DRAW,7000000.00,2,7,25,30,34,36,6,6957362,28445485-02;06171056-01;28021013-01;28388620-03;58858829-02;58902567-03;64883243-01;06270157-01;26646220-01;28276686-02;28297568-01;28297594-01;28394944-05;28487683-01;28500064-01;28522669-02;28557511-01;28564533-01;28583379-01;28594784-02;28641875-02;49275548-01;56810162-02;57118276-02;57220100-02;58224387-01;58242598-01;58397590-02;58417290-01;58484066-01;58501958-01;58557012-02;58560378-01;58575711-01;58657438-01;58747727-01;58805099-06;58891594-01;58904349-02;58989819-01;59008982-02;59162956-01;59341651-02;60957861-01;62601027-02;65795740-01;68796974-04;68940016-01;70029948-01;70407565-01;70590068-02;72962399-02;73054835-01;76537144-02;77753186-08;98270211-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3390,3390,2016-07-16,Saturday,MAIN DRAW,5000000.00,15,25,26,33,38,47,27,2806131,40406436-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3391,3391,2016-07-20,Wednesday,MAIN DRAW,5000000.00,14,15,16,43,44,46,38,6452330,40933894-03;29149210-02;29371928-04;40466003-01;40560657-02;41188653-02;41564432-02;06766410-01;06796858-02;06914235-02;27417700-01;29092354-01;29113685-02;29125616-01;29216831-01;29224082-01;29232721-02;29450699-01;40469009-01;40630497-02;40643537-03;40669831-01;40684882-01;40742695-03;40756553-01;41059711-01;41091326-01;41211619-01;41276300-01;41462043-03;41494707-01;41500032-01;41512839-01;41514972-04;41528239-01;41577817-01;58239687-02;60260711-01;62733844-01;62760812-01;62768300-01;65373098-01;65844401-01;65967364-01;69051502-04;69078904-01;70707581-02;72664542-01;73874619-01;75206272-02;76678948-01;76711516-01;98709706-01;98742865-01;98847176-02;98956648-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3392,3392,2016-07-23,Saturday,MAIN DRAW,5000000.00,7,18,34,41,48,49,29,5857330,42415973-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3393,3393,2016-07-27,Wednesday,MAIN DRAW,5000000.00,6,7,9,39,47,49,15,4137035,42821088-01;42810488-01;43067710-02;43233614-01;43574009-01;43668057-01;70734674-04;07497593-01;07611875-01;07624930-01;07717834-01;20511929-01;28341953-01;28914954-01;29964687-01;29977752-01;30004623-01;30114841-02;30156559-01;30219471-02;30246425-01;30295179-01;30322098-01;41237754-03;42850187-01;42965706-02;43059320-02;43125908-01;43223428-02;43263260-02;43349162-09;43388165-01;43503610-01;43565007-01;43595047-01;43652298-06;43656484-01;43710731-01;43763119-01;43775645-02;43794082-01;58348217-02;58577935-01;60273213-01;60990820-01;62932516-02;63783453-04;69377084-01;70803815-01;70852564-03;74048404-01;76706191-01;76847119-01;99224291-01;99366847-01;99451065-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3394,3394,2016-07-30,Saturday,MAIN DRAW,7000000.00,4,5,9,19,22,23,16,6381997,30641125-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3395,3395,2016-08-03,Wednesday,MAIN DRAW,9664679.50,23,30,38,40,43,45,10,1005721,76568639-01;08272047-02;45132919-01;45420287-01;45508130-01;46025018-02;69430860-01;08002080-01;08058968-01;08094248-01;08165885-01;08169255-01;08309542-01;30587059-01;30754846-01;30762420-02;30854852-01;31048777-01;31063726-01;31100144-02;31165784-01;31167351-01;31168168-03;31182248-01;31208148-01;31208183-04;44095517-01;45031581-06;45145968-01;45224623-01;45546334-05;45655904-01;45682916-01;45769621-02;45819220-02;45837977-02;45846192-02;45885522-03;45908213-01;45965741-02;45996270-04;46030287-01;46143400-02;46198646-01;62855717-03;65863965-02;70930885-01;72879210-01;74140271-02;74202944-01;99578481-01;99752666-01;99817895-01;99848716-01;99853221-01;99897289-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3396,3396,2016-08-06,Saturday,MAIN DRAW,13155583.30,2,7,22,26,32,38,20,3211410,66305394-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3397,3397,2016-08-10,Wednesday,MAIN DRAW,17058147.20,6,25,26,29,37,43,41,2933900,31788859-01;31900718-01;32150497-02;48366771-02;48957554-03;63898324-01;80089999-01;08931806-01;09028302-02;09090792-02;09158212-02;31727680-03;31803919-01;31905201-01;31971768-01;31981374-01;32006969-03;32091114-01;45629749-02;46519277-01;47040895-01;47775093-01;47860723-01;47929413-02;48004919-01;48017547-01;48038379-01;48042090-84;48112921-04;48121781-01;48230098-02;48345639-03;48368263-02;48379160-02;48388390-01;48518990-01;48573409-08;48623930-02;48685505-03;48740898-03;48841233-01;48844626-02;48886752-02;48891705-03;48973036-02;61682892-01;63094222-01;63147738-01;63990180-01;66352135-01;66356128-03;67674810-01;70957693-01;76974381-01;80360281-04;80434245-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3398,3398,2016-08-13,Saturday,MAIN DRAW,21054565.60,3,4,15,17,38,47,36,2498798,32762482-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3399,3399,2016-08-17,Wednesday,MAIN DRAW,5000000.00,2,12,19,38,41,47,46,1785485,77044992-01;51124476-01;51585619-01;51610812-04;58467939-02;66515905-01;67826427-01;09713297-02;09723889-01;09814852-01;09816245-01;09848170-02;09882878-01;32904394-02;32963104-02;33072030-03;33082666-01;33103805-03;33159079-06;33182523-04;33190793-01;33206849-01;33254744-01;46308567-06;46341557-01;49475363-01;50878125-03;50910911-02;50957758-02;50962655-01;50975220-06;50989804-01;51003171-01;51148888-01;51281026-01;51330407-01;51351037-01;51360143-01;51447764-05;51454216-01;51484708-01;51578084-01;63270894-01;64188016-01;66494812-01;66512718-01;67305435-07;67648837-01;71084233-01;71155936-01;74375623-01;74540475-01;74544924-01;80858208-03;80939391-02;80958520-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3400,3400,2016-08-20,Saturday,MAIN DRAW,7000000.00,11,20,26,32,39,43,49,2566618,52413398-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3401,3401,2016-08-24,Wednesday,MAIN DRAW,10034039.00,4,17,22,30,36,38,3,1279652,34161342-01;33853538-01;53329331-03;53603902-01;53656552-05;66694553-07;81543896-02;07740345-01;10581417-01;10596602-06;10647175-01;10665117-02;33729138-01;33893053-01;33977693-01;34010027-01;34080897-02;34086573-02;34160380-01;34161043-01;39073897-01;52934664-01;52956325-01;53034772-02;53077907-01;53156623-01;53167515-02;53211431-01;53240796-01;53271758-01;53317760-01;53321995-01;53376957-02;53398196-01;53539989-02;53547964-01;53636496-01;53740902-06;53876154-02;53911331-02;53963762-02;53990326-01;54087605-01;61789251-02;61821523-01;63355572-01;63366144-01;64280968-02;66708273-01;66714551-01;69659167-01;74593623-05;74654304-02;74693632-03;75556843-02;81393793-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3402,3402,2016-08-27,Saturday,MAIN DRAW,13612423.00,3,14,16,33,47,48,29,1402539,34360759-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3403,3403,2016-08-31,Wednesday,MAIN DRAW,5000000.00,8,10,17,36,39,44,40,3644657,11357282-02;11046414-01;34770813-02;35090911-01;55055030-01;55607735-02;56502869-01;02759116-01;05948094-06;06726380-01;09513815-02;11102121-01;11112735-01;11113155-02;11151828-02;11185796-04;11250467-01;11288110-01;11297002-01;11371716-01;28723850-01;34198522-02;34971336-01;35011750-03;35075322-05;35079402-01;35084765-01;35100130-02;45242518-02;48188084-01;49173007-02;52867423-01;55380295-01;55403883-01;55410680-01;55482083-01;55511489-03;55529730-01;55746163-01;55952796-01;56372635-02;56465523-08;56526750-01;60368556-01;61857718-02;66889694-01;67266623-04;67974556-01;72168197-01;72346096-05;72359642-01;74722719-01;74737312-02;74797058-01;75191384-01;82053197-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3404,3404,2016-09-03,Saturday,MAIN DRAW,5000000.00,1,15,17,20,23,43,44,2344991,56929086-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3405,3405,2016-09-07,Wednesday,MAIN DRAW,5000000.00,4,8,30,31,35,43,42,6268393,11942971-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3406,3406,2016-09-10,Saturday,MAIN DRAW,5000000.00,6,13,22,39,40,41,27,3567930,59553123-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3407,3407,2016-09-14,Wednesday,MAIN DRAW,7000000.00,3,5,17,18,35,46,10,4200424,40550327-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3408,3408,2016-09-17,Saturday,MAIN DRAW,9714091.40,14,16,25,39,45,47,26,4571189,41933997-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3409,3409,2016-09-21,Wednesday,MAIN DRAW,5000000.00,6,21,33,36,39,46,24,4856334,64846424-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3410,3410,2016-09-24,Saturday,MAIN DRAW,7000000.00,2,5,17,23,33,47,9,3334298,43499706-08,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3411,3411,2016-09-28,Wednesday,MAIN DRAW,9183019.00,8,11,14,19,42,49,24,3342935,38424657-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3412,3412,2016-10-01,Saturday,MAIN DRAW,12646124.80,7,18,22,31,38,39,2,1292707,45423840-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3413,3413,2016-10-05,Wednesday,MAIN DRAW,16257483.00,1,3,31,32,39,49,48,3747818,47542544-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3414,3414,2016-10-08,Saturday,MAIN DRAW,20531312.50,3,27,33,38,42,48,32,3876253,48901428-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3415,3415,2016-10-12,Wednesday,MAIN DRAW,5000000.00,8,28,31,40,42,47,37,6592753,76514457-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3416,3416,2016-10-15,Saturday,MAIN DRAW,7000000.00,8,29,30,37,41,44,6,1136721,76647887-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3417,3417,2016-10-19,Wednesday,MAIN DRAW,9665802.00,4,21,28,33,38,41,23,3836625,85275112-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3418,3418,2016-10-22,Saturday,MAIN DRAW,13045221.90,13,24,29,31,33,47,43,3803752,63688849-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3419,3419,2016-10-26,Wednesday,MAIN DRAW,16310814.90,15,17,24,27,42,47,39,3036800,74178450-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3420,3420,2016-10-29,Saturday,MAIN DRAW,20221089.70,21,25,26,29,36,45,38,5213666,55316285-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3421,3421,2016-11-02,Wednesday,MAIN DRAW,23866343.40,4,7,9,21,25,42,49,1046584,22908936-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3422,3422,2016-11-05,Saturday,MAIN DRAW,30000000.00,11,17,26,27,37,48,31,1899843,17765244-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3423,3423,2016-11-09,Wednesday,MAIN DRAW,32707357.00,6,9,30,37,43,49,18,1616313,24162262-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3424,3424,2016-11-12,Saturday,MAIN DRAW,5000000.00,2,4,6,22,25,42,44,4712655,59533097-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3425,3425,2016-11-16,Wednesday,MAIN DRAW,7000000.00,3,5,6,9,33,47,19,4228169,75201373-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3426,3426,2016-11-19,Saturday,MAIN DRAW,9000000.00,9,11,21,26,28,45,49,1861037,43654916-26,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3427,3427,2016-11-23,Wednesday,MAIN DRAW,12539835.20,6,12,13,21,31,42,22,6618868,44067717-01;19324402-01;19505550-01;44040084-01;75648425-03;87833283-02;87937590-02;14354435-01;19188873-02;19209414-01;19250179-01;19420347-01;19441242-05;19545664-01;19556214-01;25210302-01;25799818-01;25800188-01;25844524-06;25862368-01;25896462-01;25905093-03;25993992-01;43713536-01;43779307-02;43841008-01;43876372-01;43934821-05;44006958-01;44061192-01;44295595-05;44339837-02;44427515-01;44515949-02;44636127-02;44638604-02;44676482-03;44693184-04;44703077-06;44849909-01;44894441-01;44948718-05;61755878-01;63401012-01;63408330-01;66456018-02;66937162-01;67624937-02;69743246-02;71995136-01;74746670-01;75626327-01;75666757-31;76831030-05;78280022-01;88031367-33,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3428,3428,2016-11-26,Saturday,MAIN DRAW,16956498.00,13,14,31,39,42,45,44,5492788,45794449-01;19812341-01;19929518-01;25631718-04;26412473-01;45824735-01;45914975-10;19639094-01;19666133-01;19684678-01;19782479-01;19790600-01;19964916-01;26109131-01;26458575-01;26565369-02;26659638-01;41517611-01;45030698-01;45110015-01;45370441-04;45388470-02;45398172-01;45534008-01;45554820-01;45642919-08;45672305-01;45691611-01;45702604-01;45804940-01;46049362-01;46161167-02;46164211-01;46296496-04;46301376-06;46328038-01;46427611-03;61889051-01;63371578-01;65576536-01;67006996-01;69800322-01;70920033-01;72342034-02;72463408-02;74875781-01;74927762-07;75655014-02;75711227-01;75717141-01;75733665-01;77024684-02;77087966-01;78837325-02;88168334-01;88241589-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3429,3429,2016-11-30,Wednesday,MAIN DRAW,21029543.60,15,16,20,24,26,31,37,6195525,47259493-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3430,3430,2016-12-03,Saturday,MAIN DRAW,24743962.40,3,4,7,19,30,48,21,3034281,60621789-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3431,3431,2016-12-07,Wednesday,MAIN DRAW,5000000.00,6,7,12,32,34,46,33,1975465,50265186-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3432,3432,2016-12-10,Saturday,MAIN DRAW,5000000.00,3,37,40,41,47,49,6,6536079,28329669-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3433,3433,2016-12-14,Wednesday,MAIN DRAW,7000000.00,20,22,40,41,42,47,15,4078716,68505054-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3434,3434,2016-12-17,Saturday,MAIN DRAW,9814798.20,9,16,26,27,32,34,37,6621318,53009974-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3435,3435,2016-12-21,Wednesday,MAIN DRAW,5000000.00,16,27,30,38,47,49,8,4643664,29488432-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3436,3436,2016-12-24,Saturday,MAIN DRAW,7769562.80,15,20,23,27,39,48,34,1938689,00217903-02;02572463-01;29585117-03;30512963-01;55408626-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3437,3437,2016-12-28,Wednesday,MAIN DRAW,10733409.60,1,5,10,15,40,41,27,4643549,56265084-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3438,3438,2016-12-31,Saturday,MAIN DRAW,5000000.00,3,5,14,18,26,28,40,3021445,65136660-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3439,3439,2017-01-04,Wednesday,MAIN DRAW,7000000.00,2,11,13,23,35,48,30,4276733,31656649-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3440,3440,2017-01-07,Saturday,MAIN DRAW,9334795.10,1,10,18,19,23,27,48,6214040,40167969-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3441,3441,2017-01-11,Wednesday,MAIN DRAW,12623518.70,24,34,36,38,42,43,30,2880776,40725564-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3442,3442,2017-01-14,Saturday,MAIN DRAW,20000000.00,1,6,19,30,32,44,33,2461799,62330431-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3443,3443,2017-01-18,Wednesday,MAIN DRAW,22000000.00,10,17,20,24,33,35,28,5786605,44093113-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3444,3444,2017-01-21,Saturday,MAIN DRAW,25000000.00,8,22,23,36,40,42,5,1351021,74385412-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3445,3445,2017-01-25,Wednesday,MAIN DRAW,5000000.00,2,14,19,28,42,44,34,6422313,92451243-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3446,3446,2017-01-28,Saturday,MAIN DRAW,7000000.00,9,10,23,28,41,47,17,1167785,34817472-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3447,3447,2017-02-01,Wednesday,MAIN DRAW,9499270.70,5,9,11,36,42,43,41,6039180,35435558-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3448,3448,2017-02-04,Saturday,MAIN DRAW,12885935.50,2,8,9,13,41,44,27,5522933,35704321-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3449,3449,2017-02-08,Wednesday,MAIN DRAW,5000000.00,3,4,8,12,13,46,26,5089432,60803124-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3450,3450,2017-02-11,Saturday,MAIN DRAW,7000000.00,10,11,21,28,38,44,17,1135987,93840457-05,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3451,3451,2017-02-15,Wednesday,MAIN DRAW,9543038.90,1,16,17,24,41,46,22,6644308,76985462-01;07695559-02;07805074-01;37213335-01;37365287-01;37367658-01;52628530-01;52974308-01;53120537-02;53155509-03;53452196-01;53766383-02;67038507-02;72367836-01;94092713-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3452,3452,2017-02-18,Saturday,MAIN DRAW,13059579.80,11,13,14,20,43,49,25,1425745,37784256-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3453,3453,2017-02-22,Wednesday,MAIN DRAW,16326122.20,9,21,25,26,31,41,11,6888336,61904647-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3454,3454,2017-02-25,Saturday,MAIN DRAW,5000000.00,21,23,31,33,38,42,22,1568265,57385787-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3455,3455,2017-03-01,Wednesday,MAIN DRAW,5000000.00,6,14,17,18,31,43,38,6903584,55166563-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3456,3456,2017-03-04,Saturday,MAIN DRAW,7000000.20,5,16,24,31,38,47,42,5938307,39535880-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3457,3457,2017-03-08,Wednesday,MAIN DRAW,5000000.00,10,17,24,28,35,36,40,6269062,64313173-08,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3458,3458,2017-03-11,Saturday,MAIN DRAW,7000000.00,6,10,11,23,42,47,44,5612608,70160786-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3459,3459,2017-03-15,Wednesday,MAIN DRAW,5000000.00,16,17,21,34,37,46,3,6758865,41948728-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3460,3460,2017-03-18,Saturday,MAIN DRAW,7000000.00,6,16,29,33,41,48,23,6814670,42916685-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3461,3461,2017-03-22,Wednesday,MAIN DRAW,9046417.30,2,3,5,27,40,46,28,6306531,44394606-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3462,3462,2017-03-25,Saturday,MAIN DRAW,12243921.70,5,9,14,24,30,35,21,1276759,45768958-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3463,3463,2017-03-29,Wednesday,MAIN DRAW,5000000.00,3,12,16,17,22,30,48,6116806,45975300-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3464,3464,2017-04-01,Saturday,MAIN DRAW,7000000.00,27,40,41,42,45,46,20,3478242,47034528-09,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3465,3465,2017-04-05,Wednesday,MAIN DRAW,5000000.00,3,10,19,30,44,48,40,5516132,66395294-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3466,3466,2017-04-08,Saturday,MAIN DRAW,7000000.00,4,9,10,15,38,39,49,4352451,48778189-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3467,3467,2017-04-12,Wednesday,MAIN DRAW,9359344.90,7,19,37,38,41,42,11,5139095,50422342-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3468,3468,2017-04-15,Saturday,MAIN DRAW,5000000.00,11,19,22,23,41,46,5,6319998,75021681-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3469,3469,2017-04-19,Wednesday,MAIN DRAW,7000000.00,4,11,21,24,44,49,41,2526235,24301625-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3470,3470,2017-04-22,Saturday,MAIN DRAW,9000000.00,4,7,15,16,43,48,26,2701317,53498313-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3471,3471,2017-04-26,Wednesday,MAIN DRAW,11768895.60,9,10,11,13,45,49,24,1379461,54346669-07,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3472,3472,2017-04-29,Saturday,MAIN DRAW,20000000.00,10,23,26,40,45,46,12,3092460,99200367-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3473,3473,2017-05-03,Wednesday,MAIN DRAW,22000000.00,1,5,7,16,28,46,30,1240778,57621759-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3474,3474,2017-05-06,Saturday,MAIN DRAW,25000000.00,6,7,9,11,34,38,8,3626044,58440202-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3475,3475,2017-05-10,Wednesday,MAIN DRAW,30000000.00,6,7,8,21,27,38,23,5011858,66627920-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3476,3476,2017-05-13,Saturday,MAIN DRAW,5000000.00,18,19,22,26,30,47,43,6083150,42402666-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3477,3477,2017-05-17,Wednesday,MAIN DRAW,7000000.00,9,17,36,38,41,45,39,4505965,16372102-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3478,3478,2017-05-20,Saturday,MAIN DRAW,9836209.40,5,8,10,20,33,34,45,5500320,44610941-01,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3479,3479,2017-05-24,Wednesday,MAIN DRAW,12715949.20,3,5,9,22,37,46,10,5859748,45765850-09,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3480,3480,2017-05-27,Saturday,MAIN DRAW,5000000.00,7,15,25,26,27,36,12,2285604,80556807-04,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3481,3481,2017-05-31,Wednesday,MAIN DRAW,7000000.00,1,3,8,9,12,40,2,4411167,47741798-03,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3482,3482,2017-06-03,Saturday,MAIN DRAW,9000000.00,7,12,32,36,40,44,45,1075073,30673437-02,
Lotto 649,WCLC official,https://www.wclc.com/lotto-649-prize-details.htm?drawNumber=3483,3483,2017-06-07,Wednesday,MAIN DRAW,12023094.80,16,19,23,30,33,40,46,5315368,18300228-08,
